Наименование;Раздел;Таблица фигур;Рабочая среда;Температура окружающего воздуха, °С;Климатическое исполнение;Класс герметичности;Приемка;Назначенный срок службы, с обязательным проведением профилактического осмотра и ремонта раз в два года, лет;Назначенный ресурс циклов за 4 года, циклов;Гарантия;Тип присоединения;Тип привода;Диаметр DN, мм;Давление PN, кгс/см²;Tmax среды, ºC;Материал корпуса;Масса, кг, не более;Цена закупки;Цена без НДС;Срок изготовления
Задвижка запорная под приварку с электроприводом (795-Э-0) 882-300-Э DN 300 PN 23,5 МПа Т250 °С, корпус ст. 15ГС;Энергетическая арматура;882-300-Э;Вода;От -60 до +40;ХЛ1;В;ОТК;30;500;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Под приварку;С электроприводом;300;235;250;Конструкционная низколегированная сталь;1570;По запросу;3682120;Под заказ
Задвижка запорная под приварку с электроприводом (ГЗ-Г.2500/24 У1) 882-300-ЭГ DN 300 PN 23,5 МПа Т250 °С, корпус ст. 15ГС;Энергетическая арматура;882-300-ЭГ;Вода;От -60 до +40;ХЛ1;В;ОТК;30;500;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Под приварку;С электроприводом;300;235;250;Конструкционная низколегированная сталь;1593;По запросу;3633630;Под заказ
Задвижка запорная под приварку с электроприводом (Н-Г-11 У2) 882-300-ЭМ DN 300 PN 23,5 МПа Т250 °С, корпус ст. 15ГС;Энергетическая арматура;882-300-ЭМ;Вода;От -60 до +40;ХЛ1;В;ОТК;30;500;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Под приварку;С электроприводом;300;235;250;Конструкционная низколегированная сталь;1596;По запросу;3642340;Под заказ
Задвижка запорная под приварку с электроприводом (ГИЮМ.303344.001-06) 882-300-ЭН DN 300 PN 23,5 МПа Т250 °С, корпус ст. 15ГС;Энергетическая арматура;882-300-ЭН;Вода;От -60 до +40;ХЛ1;В;ОТК;30;500;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Под приварку;С электроприводом;300;235;250;Конструкционная низколегированная сталь;1536;По запросу;3721900;Под заказ
Задвижка запорная под приварку с коническим редуктором 883-300-КЗ DN 300 PN 13,7 МПа Т560 °С, корпус ст. 15Х1М1Ф;Энергетическая арматура;883-300-КЗ;Пар;От -60 до +40;УХЛ;В;ОТК;30;500;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Под приварку;Ручной;300;137;560;Жаропрочная перлитная сталь;2390;По запросу;4485000;Под заказ
Задвижка запорная под приварку с коническим редуктором 883-300-КЗП DN 300 PN 13,7 МПа Т560 °С, корпус ст. 15Х1М1Ф;Энергетическая арматура;883-300-КЗП;Пар;От -60 до +40;УХЛ;В;ОТК;30;500;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Под приварку;Ручной;300;137;560;Жаропрочная перлитная сталь;2390;По запросу;4485000;Под заказ
Задвижка запорная под приварку с цилиндрическим редуктором 883-300-ЦЗ DN 300 PN 13,7 МПа Т560 °С, корпус ст. 15Х1М1Ф;Энергетическая арматура;883-300-ЦЗ;Пар;От -60 до +40;УХЛ;В;ОТК;30;500;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Под приварку;Ручной;300;137;560;Жаропрочная перлитная сталь;2400;По запросу;4485000;Под заказ
Задвижка запорная под приварку с цилиндрическим редуктором 883-300-ЦЗП DN 300 PN 13,7 МПа Т560 °С, корпус ст. 15Х1М1Ф;Энергетическая арматура;883-300-ЦЗП;Пар;От -60 до +40;УХЛ;В;ОТК;30;500;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Под приварку;Ручной;300;137;560;Жаропрочная перлитная сталь;2400;По запросу;4485000;Под заказ
Задвижка запорная под приварку с электроприводом (797-Э-0) 883-300-Э DN 300 PN 13,7 МПа Т560 °С, корпус ст. 15Х1М1Ф;Энергетическая арматура;883-300-Э;Пар;От -60 до +40;УХЛ;В;ОТК;30;500;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Под приварку;С электроприводом;300;137;560;Жаропрочная перлитная сталь;2560;По запросу;5218040;Под заказ
Задвижка запорная под приварку с электроприводом (ГЗ-Д.5000/12 У1) 883-300-ЭГ DN 300 PN 13,7 МПа Т560 °С, корпус ст. 15Х1М1Ф;Энергетическая арматура;883-300-ЭГ;Пар;От -60 до +40;УХЛ;В;ОТК;30;500;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Под приварку;С электроприводом;300;137;560;Жаропрочная перлитная сталь;2442;По запросу;4808850;Под заказ
