Наименование;Раздел;Страна производитель;Обозначение ;Рабочая среда;Температура рабочей среды, °С;Температура окружающего воздуха, °С;Климатическое исполнение;Класс герметичности;Приемка;Назначенный срок службы, лет;Назначенный ресурс, циклов;Наработка на отказ, циклов;Гарантия;Тип крана;Тип прохода;Вид проходимости;Тип присоединения;Тип привода;Диаметр DN, мм;Давление PN, кгс/см²;Материал корпуса;Масса, кг, не более;Цена закупки;Цена без НДС;Срок изготовления;;;
Кран шаровой разборный проходной полнопроходной под приварку под электропривод КШ-Р.П.ПП.П.ЭП. DN 32 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.П.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Под приварку;Под электропривод;32;63;Углеродистая сталь;2,2;По запросу;10800;Под заказ;;;
Кран шаровой разборный проходной полнопроходной под приварку под электропривод КШ-Р.П.ПП.П.ЭП. DN 40 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.П.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Под приварку;Под электропривод;40;63;Углеродистая сталь;3,8;По запросу;13960;Под заказ;;;
Кран шаровой разборный проходной полнопроходной под приварку под электропривод КШ-Р.П.ПП.ЭП.1 DN 50 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.П.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Под приварку;Под электропривод;50;63;Углеродистая сталь;8,3;По запросу;15260;Под заказ;;;
Кран шаровой разборный проходной полнопроходной под приварку под электропривод КШ-Р.П.ПП.П.ЭП. DN 65 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.П.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Под приварку;Под электропривод;65;63;Углеродистая сталь;12,4;По запросу;19290;Под заказ;;;
Кран шаровой разборный проходной полнопроходной под приварку под электропривод КШ-Р.П.ПП.П.ЭП. DN 80 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.П.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Под приварку;Под электропривод;80;63;Углеродистая сталь;16,1;По запросу;27790;Под заказ;;;
Кран шаровой разборный проходной полнопроходной под приварку под электропривод КШ-Р.П.ПП.П.ЭП. DN 100 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.П.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Под приварку;Под электропривод;100;63;Углеродистая сталь;26;По запросу;37290;Под заказ;;;
Кран шаровой разборный проходной полнопроходной под приварку под электропривод КШ-Р.П.ПП.П.ЭП. DN 125 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.П.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Под приварку;Под электропривод;125;63;Углеродистая сталь;41;По запросу;68830;Под заказ;;;
Кран шаровой разборный проходной полнопроходной под приварку под электропривод КШ-Р.П.ПП.П.ЭП. DN 150 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.П.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Под приварку;Под электропривод;150;63;Углеродистая сталь;58;По запросу;82360;Под заказ;;;
Кран шаровой разборный проходной полнопроходной под приварку под электропривод КШ-Р.П.ПП.П.ЭП. DN 200 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.П.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Под приварку;Под электропривод;200;63;Углеродистая сталь;125;По запросу;285550;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый под электропривод КШ-Р.П.ПП.М.ЭП. DN 10 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Под электропривод;10;63;Углеродистая сталь;1;По запросу;5180;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый под электропривод КШ-Р.П.ПП.М.ЭП. DN 15 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Под электропривод;15;63;Углеродистая сталь;1,2;По запросу;5180;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый под электропривод КШ-Р.П.ПП.М.ЭП. DN 20 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Под электропривод;20;63;Углеродистая сталь;1,3;По запросу;5660;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый под электропривод КШ-Р.П.ПП.М.ЭП. DN 25 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Под электропривод;25;63;Углеродистая сталь;2,4;По запросу;5850;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый под электропривод КШ-Р.П.ПП.М.ЭП. DN 32 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Под электропривод;32;63;Углеродистая сталь;4,4;По запросу;11520;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый под электропривод КШ-Р.П.ПП.М.ЭП. DN 40 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Под электропривод;40;63;Углеродистая сталь;5;По запросу;14540;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый под электропривод КШ-Р.П.ПП.М.ЭП. DN 50 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Под электропривод;50;63;Углеродистая сталь;16;По запросу;15980;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый под электропривод КШ-Р.П.ПП.М.ЭП. DN 65 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Под электропривод;65;63;Углеродистая сталь;17,5;По запросу;20440;Под заказ;;;
Кран шаровой разборный проходной полнопроходной муфтовый под электропривод КШ-Р.П.ПП.М.ЭП. DN 80 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.М.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Муфтовое;Под электропривод;80;63;Углеродистая сталь;26;По запросу;26920;Под заказ;;;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный под электропривод КШ-Р.П.ПП.ШН.ЭП. DN 10 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.ШН.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Штуцерно-ниппельное;Под электропривод;10;63;Углеродистая сталь;0,9;По запросу;6040;Под заказ;;;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный под электропривод КШ-Р.П.ПП.ШН.ЭП. DN 15 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.ШН.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Штуцерно-ниппельное;Под электропривод;15;63;Углеродистая сталь;1,5;По запросу;6240;Под заказ;;;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный под электропривод КШ-Р.П.ПП.ШН.ЭП. DN 20 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.ШН.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Штуцерно-ниппельное;Под электропривод;20;63;Углеродистая сталь;1,7;По запросу;6720;Под заказ;;;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный под электропривод КШ-Р.П.ПП.ШН.ЭП. DN 25 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.ШН.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Штуцерно-ниппельное;Под электропривод;25;63;Углеродистая сталь;3,5;По запросу;7680;Под заказ;;;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный под электропривод КШ-Р.П.ПП.ШН.ЭП. DN 32 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.ШН.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Штуцерно-ниппельное;Под электропривод;32;63;Углеродистая сталь;5,5;По запросу;12960;Под заказ;;;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный под электропривод КШ-Р.П.ПП.ШН.ЭП. DN 40 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.ШН.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Штуцерно-ниппельное;Под электропривод;40;63;Углеродистая сталь;6,5;По запросу;16270;Под заказ;;;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный под электропривод КШ-Р.П.ПП.ШН.ЭП. DN 50 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.ШН.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Штуцерно-ниппельное;Под электропривод;50;63;Углеродистая сталь;26;По запросу;18000;Под заказ;;;
Кран шаровой разборный проходной неполнопроходной фланцевый под электропривод КШ-Р.П.НП.Ф.ЭП. DN 65/50 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.НП.Ф.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Неполнопроходной;Фланцевое;Под электропривод;65/50;63;Углеродистая сталь;18;По запросу;26920;Под заказ;;;
Кран шаровой разборный проходной неполнопроходной фланцевый под электропривод КШ-Р.П.НП.Ф.ЭП. DN 100/80 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.НП.Ф.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Неполнопроходной;Фланцевое;Под электропривод;100/80;63;Углеродистая сталь;40;По запросу;43630;Под заказ;;;
Кран шаровой разборный проходной неполнопроходной фланцевый под электропривод КШ-Р.П.НП.Ф.ЭП. DN 125/100 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.НП.Ф.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Неполнопроходной;Фланцевое;Под электропривод;125/100;63;Углеродистая сталь;67;По запросу;78330;Под заказ;;;
Кран шаровой разборный проходной неполнопроходной под приварку под электропривод КШ-Р.П.НП.П.ЭП. DN 65/50 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.НП.П.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Неполнопроходной;Под приварку;Под электропривод;65/50;63;Углеродистая сталь;10;По запросу;19290;Под заказ;;;
Кран шаровой разборный проходной неполнопроходной под приварку под электропривод КШ-Р.П.НП.П.ЭП. DN 100/80 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.НП.П.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Неполнопроходной;Под приварку;Под электропривод;100/80;63;Углеродистая сталь;21;По запросу;32680;Под заказ;;;
Кран шаровой разборный проходной неполнопроходной под приварку под электропривод КШ-Р.П.НП.П.ЭП. DN 125/100 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.НП.П.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Неполнопроходной;Под приварку;Под электропривод;125/100;63;Углеродистая сталь;36;По запросу;59900;Под заказ;;;
Кран шаровой разборный проходной неполнопроходной муфтовый под электропривод КШ-Р.П.НП.М.ЭП. DN 65/50 PN 6,3 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.НП.М.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -40 до +50;У1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Неполнопроходной;Муфтовое;Под электропривод;65/50;63;Углеродистая сталь;15,5;По запросу;20440;Под заказ;;;
Кран шаровой разборный проходной полнопроходной фланцевый под электропривод КШ-Р.П.ПП.Ф.ЭП. DN 10 PN 6,3 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.Ф.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -60 до +50;ХЛ1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Фланцевое;Под электропривод;10;63;Хладостойкая сталь;2,6;По запросу;13960;Под заказ;;;
Кран шаровой разборный проходной полнопроходной фланцевый под электропривод КШ-Р.П.ПП.Ф.ЭП. DN 15 PN 6,3 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.Ф.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -60 до +50;ХЛ1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Фланцевое;Под электропривод;15;63;Хладостойкая сталь;2,8;По запросу;13960;Под заказ;;;
Кран шаровой разборный проходной полнопроходной фланцевый под электропривод КШ-Р.П.ПП.Ф.ЭП. DN 20 PN 6,3 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.Ф.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -60 до +50;ХЛ1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Фланцевое;Под электропривод;20;63;Хладостойкая сталь;4,3;По запросу;15840;Под заказ;;;
Кран шаровой разборный проходной полнопроходной фланцевый под электропривод КШ-Р.П.ПП.Ф.ЭП. DN 25 PN 6,3 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.Ф.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -60 до +50;ХЛ1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Фланцевое;Под электропривод;25;63;Хладостойкая сталь;5,8;По запросу;18000;Под заказ;;;
Кран шаровой разборный проходной полнопроходной фланцевый под электропривод КШ-Р.П.ПП.Ф.ЭП. DN 32 PN 6,3 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.Ф.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -60 до +50;ХЛ1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Фланцевое;Под электропривод;32;63;Хладостойкая сталь;7,4;По запросу;20440;Под заказ;;;
Кран шаровой разборный проходной полнопроходной фланцевый под электропривод КШ-Р.П.ПП.Ф.ЭП. DN 40 PN 6,3 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.Ф.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -60 до +50;ХЛ1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Фланцевое;Под электропривод;40;63;Хладостойкая сталь;10,8;По запросу;25050;Под заказ;;;
Кран шаровой разборный проходной полнопроходной фланцевый под электропривод КШ-Р.П.ПП.Ф.ЭП. DN 50 PN 6,3 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.Ф.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -60 до +50;ХЛ1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Фланцевое;Под электропривод;50;63;Хладостойкая сталь;15,5;По запросу;28510;Под заказ;;;
Кран шаровой разборный проходной полнопроходной фланцевый под электропривод КШ-Р.П.ПП.Ф.ЭП. DN 65 PN 6,3 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.Ф.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -60 до +50;ХЛ1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Фланцевое;Под электропривод;65;63;Хладостойкая сталь;20;По запросу;38010;Под заказ;;;
Кран шаровой разборный проходной полнопроходной фланцевый под электропривод КШ-Р.П.ПП.Ф.ЭП. DN 80 PN 6,3 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.Ф.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -60 до +50;ХЛ1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Фланцевое;Под электропривод;80;63;Хладостойкая сталь;27;По запросу;51550;Под заказ;;;
Кран шаровой разборный проходной полнопроходной фланцевый под электропривод КШ-Р.П.ПП.Ф.ЭП. DN 100 PN 6,3 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.Ф.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -60 до +50;ХЛ1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Фланцевое;Под электропривод;100;63;Хладостойкая сталь;46;По запросу;74010;Под заказ;;;
Кран шаровой разборный  проходной полнопроходной фланцевый под электропривод КШ-Р.П.ПП.Ф.ЭП. DN 125 PN 6,3 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;Россия;КШ-Р.П.ПП.Ф.ЭП.;Неагрессивные к проточной части крана среды (вода, масло, нефтепродукты, природный газ и прочее);До +200;От -60 до +50;ХЛ1;А;ОТК;10;8000;2000;12 месяцев со дня ввода в эксплуатацию, но не более 18 месяцев со дня отгрузки потребителю;Разборный;Проходной;Полнопроходной;Фланцевое;Под электропривод;125;63;Хладостойкая сталь;74;По запросу;136220;Под заказ;;;
