Наименование;Раздел;Таблица фигур;Вид затвора;Тип присоединения;Тип привода;Диаметр DN, мм;Давление PN, кгс/см²;Материал корпуса;Цена закупки;Срок изготовления;Артикул;Картинки;Материал уплотнения
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16с10п;-;Фланцевое;-;15;16;Углеродистая сталь;0;Под заказ;3000012;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16с10п;-;Фланцевое;-;20;16;Углеродистая сталь;0;Под заказ;3000013;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16с10п;-;Фланцевое;-;25;16;Углеродистая сталь;0;Под заказ;3000014;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16с10п;-;Фланцевое;-;32;16;Углеродистая сталь;0;Под заказ;3000015;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16с10п;-;Фланцевое;-;40;16;Углеродистая сталь;0;Под заказ;3000016;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16с10п;-;Фланцевое;-;50;16;Углеродистая сталь;0;Под заказ;3000017;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16с10п;-;Фланцевое;-;65;16;Углеродистая сталь;0;Под заказ;3000018;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16с10п;-;Фланцевое;-;80;16;Углеродистая сталь;0;Под заказ;3000019;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16с10п;-;Фланцевое;-;100;16;Углеродистая сталь;0;Под заказ;3000020;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16с10п;-;Фланцевое;-;125;16;Углеродистая сталь;0;Под заказ;3000021;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16с10п;-;Фланцевое;-;150;16;Углеродистая сталь;0;Под заказ;3000022;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10нж;-;Фланцевое;-;15;16;Хладостойкая сталь;0;Под заказ;3000023;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10нж;-;Фланцевое;-;20;16;Хладостойкая сталь;0;Под заказ;3000024;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10нж;-;Фланцевое;-;25;16;Хладостойкая сталь;0;Под заказ;3000025;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10нж;-;Фланцевое;-;32;16;Хладостойкая сталь;0;Под заказ;3000026;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10нж;-;Фланцевое;-;40;16;Хладостойкая сталь;0;Под заказ;3000027;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10нж;-;Фланцевое;-;50;16;Хладостойкая сталь;0;Под заказ;3000028;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10нж;-;Фланцевое;-;65;16;Хладостойкая сталь;0;Под заказ;3000029;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10нж;-;Фланцевое;-;80;16;Хладостойкая сталь;0;Под заказ;3000030;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10нж;-;Фланцевое;-;100;16;Хладостойкая сталь;0;Под заказ;3000031;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10нж;-;Фланцевое;-;125;16;Хладостойкая сталь;0;Под заказ;3000032;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10нж;-;Фланцевое;-;150;16;Хладостойкая сталь;0;Под заказ;3000033;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10п;-;Фланцевое;-;15;16;Хладостойкая сталь;0;Под заказ;3000034;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10п;-;Фланцевое;-;20;16;Хладостойкая сталь;0;Под заказ;3000035;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10п;-;Фланцевое;-;25;16;Хладостойкая сталь;0;Под заказ;3000036;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10п;-;Фланцевое;-;32;16;Хладостойкая сталь;0;Под заказ;3000037;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10п;-;Фланцевое;-;40;16;Хладостойкая сталь;0;Под заказ;3000038;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10п;-;Фланцевое;-;50;16;Хладостойкая сталь;0;Под заказ;3000039;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10п;-;Фланцевое;-;65;16;Хладостойкая сталь;0;Под заказ;3000040;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10п;-;Фланцевое;-;80;16;Хладостойкая сталь;0;Под заказ;3000041;0.png;-
Клапан обратный подъемный фланцевый 16с10нж DN 15 PN 1,6 МПа У1, корпус ст. 25Л;Клапаны обратные;16лс10п;-;Фланцевое;-;100;16;Хладостойкая сталь;0;Под заказ;3000042;0.png;-
